Date,Time,RMS(mV),Activation(%),MDF(Hz),Fatigue(%),Quality
2026-07-11,'17:49:19.032',892.064,0.0,69.1,0.0,3
2026-07-11,'17:49:19.132',827.425,0.0,80.7,0.0,3
2026-07-11,'17:49:19.232',765.376,0.0,91.0,0.0,3
2026-07-11,'17:49:19.331',703.732,0.0,99.5,0.0,3
2026-07-11,'17:49:19.432',644.566,0.0,106.6,0.0,3
2026-07-11,'17:49:20.047',1262.862,0.0,94.1,0.0,3
2026-07-11,'17:49:20.067',1266.250,0.0,85.0,0.0,3
2026-07-11,'17:49:20.168',1337.262,0.0,71.9,0.0,3
2026-07-11,'17:49:20.268',1423.477,0.0,63.3,0.0,3
2026-07-11,'17:49:20.367',1079.486,0.0,59.1,0.0,3
2026-07-11,'17:49:20.467',835.791,0.0,72.0,0.0,3
2026-07-11,'17:49:20.567',684.557,0.0,83.2,0.0,3
2026-07-11,'17:49:20.668',636.424,0.0,92.8,0.0,3
2026-07-11,'17:49:20.768',682.036,0.0,101.3,0.0,3
2026-07-11,'17:49:20.868',761.247,0.0,108.5,0.0,3
2026-07-11,'17:49:22.086',779.541,0.0,114.1,0.0,3
2026-07-11,'17:49:22.107',778.056,0.0,118.8,0.0,3
2026-07-11,'17:49:22.206',769.760,0.0,123.1,0.0,3
2026-07-11,'17:49:22.307',695.407,0.0,126.9,0.0,3
2026-07-11,'17:49:22.407',654.071,0.0,130.2,0.0,3
2026-07-11,'17:49:22.507',663.260,0.0,133.0,0.0,3
2026-07-11,'17:49:22.606',719.365,0.0,135.1,0.0,3
2026-07-11,'17:49:22.707',737.390,0.0,136.6,0.0,3
2026-07-11,'17:49:22.806',725.462,0.0,138.2,0.0,3
2026-07-11,'17:49:22.907',673.353,0.0,139.9,0.0,3
2026-07-11,'17:49:23.522',1336.666,0.0,133.8,0.0,3
2026-07-11,'17:49:23.544',1342.838,0.0,122.8,0.0,3
2026-07-11,'17:49:23.642',1484.090,0.0,96.6,0.0,3
2026-07-11,'17:49:23.742',1519.780,0.0,79.2,0.0,3
2026-07-11,'17:49:23.842',1129.877,0.0,68.1,0.0,3
2026-07-11,'17:49:23.943',828.986,0.0,62.0,0.0,3
2026-07-11,'17:49:24.043',845.674,0.0,74.7,0.0,3
2026-07-11,'17:49:24.142',886.951,0.0,66.5,0.0,3
2026-07-11,'17:49:24.242',885.531,0.0,60.8,0.0,3
2026-07-11,'17:49:24.342',802.752,0.0,73.5,0.0,3
2026-07-11,'17:49:25.460',663.670,0.0,84.6,0.0,3
2026-07-11,'17:49:25.480',659.511,0.0,94.1,0.0,3
2026-07-11,'17:49:25.581',670.859,0.0,102.0,0.0,3
2026-07-11,'17:49:25.681',645.687,0.0,108.1,0.0,3
2026-07-11,'17:49:25.780',679.657,0.0,114.3,0.0,3
2026-07-11,'17:49:25.880',644.765,0.0,119.4,0.0,3
2026-07-11,'17:49:25.980',652.421,0.0,123.5,0.0,3
2026-07-11,'17:49:26.081',631.456,0.0,126.9,0.0,3
2026-07-11,'17:49:26.181',599.377,0.0,130.2,0.0,3
2026-07-11,'17:49:26.281',641.381,0.0,133.0,0.0,3
2026-07-11,'17:49:27.004',1319.628,0.0,108.6,0.0,3
2026-07-11,'17:49:27.025',1320.170,0.0,92.2,0.0,3
2026-07-11,'17:49:27.124',1553.503,0.0,77.5,0.0,3
2026-07-11,'17:49:27.225',1611.891,0.0,67.9,0.0,3
2026-07-11,'17:49:27.325',1286.603,0.0,61.4,0.0,3
2026-07-11,'17:49:27.425',927.590,0.0,58.6,0.0,3
2026-07-11,'17:49:27.524',761.672,0.0,71.8,0.0,3
2026-07-11,'17:49:27.624',684.314,0.0,83.1,0.0,3
2026-07-11,'17:49:27.725',652.246,0.0,92.6,0.0,3
2026-07-11,'17:49:27.825',644.403,0.0,100.8,0.0,3
2026-07-11,'17:49:28.936',678.943,0.0,108.1,0.0,3
2026-07-11,'17:49:28.957',697.159,0.0,114.3,0.0,3
2026-07-11,'17:49:29.057',1070.661,0.0,96.0,0.0,3
2026-07-11,'17:49:29.156',1126.498,0.0,80.0,0.0,3
2026-07-11,'17:49:29.256',1169.532,0.0,69.6,0.0,3
2026-07-11,'17:49:29.356',930.477,0.0,63.7,0.0,3
2026-07-11,'17:49:29.457',869.704,0.0,59.6,0.0,3
2026-07-11,'17:49:29.557',797.073,0.0,72.7,0.0,3
2026-07-11,'17:49:29.656',681.127,0.0,84.2,0.0,3
2026-07-11,'17:49:29.756',595.629,0.0,93.8,0.0,3
2026-07-11,'17:49:30.372',1207.445,0.0,89.7,0.0,3
2026-07-11,'17:49:30.392',1208.736,0.0,84.6,0.0,3
2026-07-11,'17:49:30.493',1268.694,0.0,71.7,0.0,3
2026-07-11,'17:49:30.593',1331.827,0.0,63.4,0.0,3
2026-07-11,'17:49:30.693',1023.277,0.0,60.1,0.0,3
2026-07-11,'17:49:30.792',856.742,0.0,57.3,0.0,3
2026-07-11,'17:49:30.892',777.437,0.0,57.6,0.0,3
2026-07-11,'17:49:30.992',714.646,0.0,71.0,0.0,3
2026-07-11,'17:49:31.093',690.685,0.0,82.7,0.0,3
2026-07-11,'17:49:31.193',707.563,0.0,92.8,0.0,3
2026-07-11,'17:49:32.308',689.202,0.0,101.1,0.0,3
2026-07-11,'17:49:32.330',684.954,0.0,108.2,0.0,3
2026-07-11,'17:49:32.428',703.225,0.0,113.9,0.0,3
2026-07-11,'17:49:32.528',731.033,0.0,118.6,0.0,3
2026-07-11,'17:49:32.628',759.624,0.0,122.6,0.0,3
2026-07-11,'17:49:32.729',758.324,0.0,126.3,0.0,3
2026-07-11,'17:49:32.829',733.146,0.0,129.8,0.0,3
2026-07-11,'17:49:32.928',681.651,0.0,132.7,0.0,3
2026-07-11,'17:49:33.028',640.599,0.0,135.0,0.0,3
2026-07-11,'17:49:33.128',643.008,0.0,136.9,0.0,3
2026-07-11,'17:49:33.745',1263.230,0.0,121.5,0.0,3
2026-07-11,'17:49:33.766',1267.834,0.0,108.3,0.0,3
2026-07-11,'17:49:33.866',1394.317,0.0,87.2,0.0,3
2026-07-11,'17:49:33.965',1460.997,0.0,73.6,0.0,3
2026-07-11,'17:49:34.065',1140.365,0.0,65.3,0.0,3
2026-07-11,'17:49:34.165',894.661,0.0,76.7,0.0,3
2026-07-11,'17:49:34.266',764.271,0.0,87.2,0.0,3
2026-07-11,'17:49:34.366',722.987,0.0,96.5,0.0,3
2026-07-11,'17:49:34.465',679.358,0.0,104.3,0.0,3
2026-07-11,'17:49:34.565',659.275,0.0,110.8,0.0,3
2026-07-11,'17:49:35.681',668.598,0.0,116.2,0.0,3
2026-07-11,'17:49:35.702',665.449,0.0,120.9,0.0,3
2026-07-11,'17:49:35.801',943.930,0.0,124.0,0.0,3
2026-07-11,'17:49:35.902',1028.446,0.0,97.7,0.0,3
2026-07-11,'17:49:36.002',997.079,0.0,81.1,0.0,3
2026-07-11,'17:49:36.101',839.788,0.0,91.2,0.0,3
2026-07-11,'17:49:36.201',696.598,0.0,99.3,0.0,3
2026-07-11,'17:49:36.301',721.893,0.0,106.4,0.0,3
2026-07-11,'17:49:36.402',717.175,0.0,112.5,0.0,3
2026-07-11,'17:49:36.502',711.207,0.0,118.0,0.0,3
2026-07-11,'17:49:37.118',1336.431,0.0,98.6,0.0,3
2026-07-11,'17:49:37.140',1341.376,0.0,85.5,0.0,3
2026-07-11,'17:49:37.238',1556.767,0.0,72.7,0.0,3
2026-07-11,'17:49:37.338',1640.057,0.0,64.2,0.0,3
2026-07-11,'17:49:37.438',1312.681,0.0,59.0,0.0,3
2026-07-11,'17:49:37.539',944.536,0.0,56.1,0.0,3
2026-07-11,'17:49:37.639',785.335,0.0,69.7,0.0,3
2026-07-11,'17:49:37.739',793.815,0.0,70.2,0.0,3
2026-07-11,'17:49:37.838',822.713,0.0,63.9,0.0,3
2026-07-11,'17:49:37.939',818.192,0.0,76.1,0.0,3
2026-07-11,'17:49:39.055',700.977,0.0,86.9,0.0,3
2026-07-11,'17:49:39.076',689.943,0.0,96.0,0.0,3
2026-07-11,'17:49:39.176',681.406,0.0,103.7,0.0,3
2026-07-11,'17:49:39.276',682.526,0.0,110.0,0.0,3
2026-07-11,'17:49:39.376',743.401,0.0,116.0,0.0,3
2026-07-11,'17:49:39.475',721.641,0.0,120.8,0.0,3
2026-07-11,'17:49:39.575',670.811,0.0,124.8,0.0,3
2026-07-11,'17:49:39.675',643.184,0.0,128.2,0.0,3
2026-07-11,'17:49:39.776',643.441,0.0,131.1,0.0,3
2026-07-11,'17:49:39.876',698.190,0.0,133.9,0.0,3
2026-07-11,'17:49:40.491',1330.808,0.0,109.5,0.0,3
2026-07-11,'17:49:40.512',1337.056,0.0,93.0,0.0,3
2026-07-11,'17:49:40.611',1457.651,0.0,77.4,0.0,3
2026-07-11,'17:49:40.711',1503.322,0.0,66.9,0.0,3
2026-07-11,'17:49:40.812',1132.310,0.0,61.1,0.0,3
2026-07-11,'17:49:40.912',879.986,0.0,73.8,0.0,3
2026-07-11,'17:49:41.012',851.611,0.0,66.7,0.0,3
2026-07-11,'17:49:41.111',863.420,0.0,61.0,0.0,3
2026-07-11,'17:49:41.211',848.648,0.0,64.5,0.0,3
2026-07-11,'17:49:41.312',767.407,0.0,76.9,0.0,3
2026-07-11,'17:49:42.428',693.944,0.0,87.8,0.0,3
2026-07-11,'17:49:42.449',692.065,0.0,97.1,0.0,3
2026-07-11,'17:49:42.549',684.104,0.0,104.4,0.0,3
2026-07-11,'17:49:42.649',725.053,0.0,110.9,0.0,3
2026-07-11,'17:49:42.748',735.640,0.0,116.4,0.0,3
2026-07-11,'17:49:42.849',688.147,0.0,121.1,0.0,3
2026-07-11,'17:49:42.948',646.297,0.0,125.2,0.0,3
2026-07-11,'17:49:43.049',631.249,0.0,128.8,0.0,3
2026-07-11,'17:49:43.149',702.801,0.0,131.9,0.0,3
2026-07-11,'17:49:43.248',724.903,0.0,134.3,0.0,3
2026-07-11,'17:49:43.864',1303.845,0.0,108.6,0.0,3
2026-07-11,'17:49:43.885',1308.008,0.0,91.4,0.0,3
2026-07-11,'17:49:43.985',1373.854,0.0,76.4,0.0,3
2026-07-11,'17:49:44.084',1401.883,0.0,66.2,0.0,3
2026-07-11,'17:49:44.185',1028.868,0.0,62.4,0.0,3
2026-07-11,'17:49:44.285',821.563,0.0,75.1,0.0,3
2026-07-11,'17:49:44.384',846.256,0.0,67.4,0.0,3
2026-07-11,'17:49:44.484',829.885,0.0,61.5,0.0,3
2026-07-11,'17:49:44.584',829.132,0.0,74.1,0.0,3
2026-07-11,'17:49:44.685',711.973,0.0,85.1,0.0,3
2026-07-11,'17:49:45.802',684.096,0.0,94.7,0.0,3
2026-07-11,'17:49:45.823',680.124,0.0,102.9,0.0,3
2026-07-11,'17:49:45.923',708.806,0.0,109.6,0.0,3
2026-07-11,'17:49:46.022',779.297,0.0,115.0,0.0,3
2026-07-11,'17:49:46.122',757.572,0.0,115.5,0.0,3
2026-07-11,'17:49:46.222',708.270,0.0,120.2,0.0,3
2026-07-11,'17:49:46.323',631.500,0.0,124.4,0.0,3
2026-07-11,'17:49:46.423',685.536,0.0,128.2,0.0,3
2026-07-11,'17:49:46.523',754.932,0.0,131.3,0.0,3
2026-07-11,'17:49:46.622',790.284,0.0,103.5,0.0,3
2026-07-11,'17:49:47.238',1351.088,0.0,85.4,0.0,3
2026-07-11,'17:49:47.259',1353.710,0.0,73.6,0.0,3
2026-07-11,'17:49:47.358',1402.033,0.0,64.9,0.0,3
2026-07-11,'17:49:47.459',1403.125,0.0,58.7,0.0,3
2026-07-11,'17:49:47.559',1059.069,0.0,56.0,0.0,3
2026-07-11,'17:49:47.658',871.715,0.0,54.6,0.0,3
2026-07-11,'17:49:47.758',818.382,0.0,68.2,0.0,3
2026-07-11,'17:49:47.858',726.707,0.0,79.9,0.0,3
2026-07-11,'17:49:47.959',652.666,0.0,90.0,0.0,3
2026-07-11,'17:49:48.059',681.676,0.0,98.9,0.0,3
2026-07-11,'17:49:49.174',757.021,0.0,106.3,0.0,3
2026-07-11,'17:49:49.196',752.948,0.0,112.5,0.0,3
2026-07-11,'17:49:49.295',771.980,0.0,116.4,0.0,3
2026-07-11,'17:49:49.395',740.967,0.0,120.9,0.0,3
2026-07-11,'17:49:49.495',701.075,0.0,124.8,0.0,3
2026-07-11,'17:49:49.596',715.560,0.0,128.0,0.0,3
2026-07-11,'17:49:49.696',697.925,0.0,131.2,0.0,3
2026-07-11,'17:49:49.796',774.469,0.0,133.8,0.0,3
2026-07-11,'17:49:49.895',802.350,0.0,104.7,0.0,3
2026-07-11,'17:49:49.995',814.893,0.0,110.7,0.0,3
2026-07-11,'17:49:50.611',1314.563,0.0,113.4,0.0,3
2026-07-11,'17:49:50.632',1317.144,0.0,111.3,0.0,3
2026-07-11,'17:49:50.732',1416.806,0.0,89.1,0.0,3
2026-07-11,'17:49:50.832',1494.804,0.0,74.8,0.0,3
2026-07-11,'17:49:50.931',1190.364,0.0,66.2,0.0,3
2026-07-11,'17:49:51.031',888.592,0.0,65.0,0.0,3
2026-07-11,'17:49:51.131',716.049,0.0,77.2,0.0,3
2026-07-11,'17:49:51.232',656.174,0.0,87.8,0.0,3
2026-07-11,'17:49:51.332',699.173,0.0,97.0,0.0,3
2026-07-11,'17:49:51.431',679.133,0.0,104.8,0.0,3
2026-07-11,'17:49:52.547',639.113,0.0,111.3,0.0,3
2026-07-11,'17:49:53.270',639.372,0.0,116.7,0.0,3
2026-07-11,'17:49:53.290',650.638,0.0,121.4,0.0,3
2026-07-11,'17:49:53.391',640.382,0.0,125.5,0.0,3
2026-07-11,'17:49:53.491',730.421,0.0,129.0,0.0,3
2026-07-11,'17:49:53.590',850.758,0.0,102.2,0.0,3
2026-07-11,'17:49:53.690',847.291,0.0,84.5,0.0,3
2026-07-11,'17:49:53.790',757.289,0.0,93.8,0.0,3
2026-07-11,'17:49:53.891',653.064,0.0,101.9,0.0,3
2026-07-11,'17:49:53.991',670.132,0.0,109.1,0.0,3
2026-07-11,'17:49:54.597',1355.976,0.0,89.9,0.0,3
2026-07-11,'17:49:54.619',1356.979,0.0,77.4,0.0,3
2026-07-11,'17:49:54.717',1476.303,0.0,67.6,0.0,3
2026-07-11,'17:49:54.818',1498.855,0.0,62.0,0.0,3
2026-07-11,'17:49:54.917',1071.435,0.0,58.0,0.0,3
2026-07-11,'17:49:55.018',818.452,0.0,71.2,0.0,3
2026-07-11,'17:49:55.614',751.811,0.0,82.9,0.0,3
2026-07-11,'17:49:55.635',762.404,0.0,92.7,0.0,3
2026-07-11,'17:49:55.735',701.135,0.0,101.0,0.0,3
2026-07-11,'17:49:55.834',686.175,0.0,107.8,0.0,3
2026-07-11,'17:49:56.437',701.433,0.0,113.9,0.0,3
2026-07-11,'17:49:56.458',703.502,0.0,119.0,0.0,3
2026-07-11,'17:49:56.558',829.847,0.0,122.8,0.0,3
2026-07-11,'17:49:56.658',956.050,0.0,97.9,0.0,3
2026-07-11,'17:49:56.758',1097.276,0.0,80.9,0.0,3
2026-07-11,'17:49:56.857',1082.328,0.0,69.9,0.0,3
2026-07-11,'17:49:56.956',979.818,0.0,63.2,0.0,3
2026-07-11,'17:49:57.057',773.489,0.0,75.7,0.0,3
2026-07-11,'17:49:57.158',648.961,0.0,86.4,0.0,3
2026-07-11,'17:49:57.258',678.732,0.0,95.9,0.0,3
2026-07-11,'17:49:57.868',1332.817,0.0,82.3,0.0,3
2026-07-11,'17:49:57.890',1333.328,0.0,73.2,0.0,3
2026-07-11,'17:49:57.988',1405.752,0.0,64.9,0.0,3
2026-07-11,'17:49:58.088',1396.450,0.0,59.8,0.0,3
2026-07-11,'17:49:58.680',966.785,0.0,57.8,0.0,3
2026-07-11,'17:49:58.700',963.470,0.0,56.6,0.0,3
2026-07-11,'17:49:58.801',1300.409,0.0,55.5,0.0,3
2026-07-11,'17:49:58.901',1400.701,0.0,53.0,0.0,3
2026-07-11,'17:49:59.000',1407.948,0.0,51.7,0.0,3
2026-07-11,'17:49:59.100',1059.352,0.0,51.2,0.0,3
2026-07-11,'17:50:00.015',805.456,0.0,65.3,0.0,3
2026-07-11,'17:50:00.036',800.991,0.0,77.3,0.0,3
2026-07-11,'17:50:00.135',1043.945,0.0,87.1,0.0,3
2026-07-11,'17:50:00.235',1167.945,0.0,73.6,0.0,3
2026-07-11,'17:50:00.336',1176.253,0.0,64.9,0.0,3
2026-07-11,'17:50:00.436',982.127,0.0,59.9,0.0,3
2026-07-11,'17:50:00.535',767.583,0.0,73.2,0.0,3
2026-07-11,'17:50:00.635',707.072,0.0,84.4,0.0,3
2026-07-11,'17:50:00.735',739.086,0.0,93.7,0.0,3
2026-07-11,'17:50:00.836',692.421,0.0,101.5,0.0,3
2026-07-11,'17:50:02.165',1342.454,0.0,85.0,0.0,3
2026-07-11,'17:50:02.186',1343.549,0.0,74.2,0.0,3
2026-07-11,'17:50:02.285',1388.017,0.0,64.8,0.0,3
2026-07-11,'17:50:02.386',1425.802,0.0,60.1,0.0,3
2026-07-11,'17:50:02.486',1014.796,0.0,59.4,0.0,3
2026-07-11,'17:50:02.585',820.465,0.0,72.3,0.0,3
2026-07-11,'17:50:02.685',704.162,0.0,83.6,0.0,3
2026-07-11,'17:50:02.785',650.176,0.0,93.2,0.0,3
2026-07-11,'17:50:02.886',642.744,0.0,101.6,0.0,3
2026-07-11,'17:50:02.986',709.156,0.0,108.8,0.0,3
2026-07-11,'17:50:03.591',704.496,0.0,114.8,0.0,3
2026-07-11,'17:50:03.612',729.758,0.0,119.8,0.0,3
2026-07-11,'17:50:03.712',1309.369,0.0,96.7,0.0,3
2026-07-11,'17:50:03.812',1460.989,0.0,80.0,0.0,3
2026-07-11,'17:50:03.912',1553.039,0.0,69.1,0.0,3
2026-07-11,'17:50:04.012',1256.858,0.0,62.4,0.0,3
2026-07-11,'17:50:04.111',1006.719,0.0,58.1,0.0,3
2026-07-11,'17:50:04.211',850.204,0.0,55.5,0.0,3
2026-07-11,'17:50:04.312',748.597,0.0,69.2,0.0,3
2026-07-11,'17:50:04.412',736.512,0.0,81.2,0.0,3
2026-07-11,'17:50:05.528',1324.296,0.0,73.3,0.0,3
2026-07-11,'17:50:05.549',1329.315,0.0,67.9,0.0,3
2026-07-11,'17:50:05.648',1498.057,0.0,61.2,0.0,3
2026-07-11,'17:50:05.748',1545.303,0.0,56.6,0.0,3
2026-07-11,'17:50:05.849',1197.394,0.0,54.1,0.0,3
2026-07-11,'17:50:05.949',909.482,0.0,67.7,0.0,3
2026-07-11,'17:50:06.049',819.714,0.0,79.5,0.0,3
2026-07-11,'17:50:06.148',814.953,0.0,69.4,0.0,3
2026-07-11,'17:50:06.248',790.495,0.0,64.2,0.0,3
2026-07-11,'17:50:06.348',750.824,0.0,76.7,0.0,3
2026-07-11,'17:50:06.964',671.486,0.0,87.5,0.0,3
2026-07-11,'17:50:06.985',666.403,0.0,96.8,0.0,3
2026-07-11,'17:50:07.085',856.666,0.0,104.2,0.0,3
2026-07-11,'17:50:07.184',850.829,0.0,85.3,0.0,3
2026-07-11,'17:50:07.284',853.032,0.0,92.1,0.0,3
2026-07-11,'17:50:07.384',743.290,0.0,100.2,0.0,3
2026-07-11,'17:50:07.485',723.959,0.0,107.1,0.0,3
2026-07-11,'17:50:07.585',745.184,0.0,113.3,0.0,3
2026-07-11,'17:50:07.684',686.089,0.0,118.7,0.0,3
2026-07-11,'17:50:07.784',621.439,0.0,123.1,0.0,3
2026-07-11,'17:50:08.901',1227.920,0.0,103.7,0.0,3
2026-07-11,'17:50:08.922',1232.922,0.0,89.9,0.0,3
2026-07-11,'17:50:09.021',1346.583,0.0,75.3,0.0,3
2026-07-11,'17:50:09.122',1407.381,0.0,65.8,0.0,3
2026-07-11,'17:50:09.222',1092.864,0.0,60.6,0.0,3
2026-07-11,'17:50:09.321',858.697,0.0,57.9,0.0,3
2026-07-11,'17:50:09.421',768.243,0.0,70.4,0.0,3
2026-07-11,'17:50:09.521',726.807,0.0,81.8,0.0,3
2026-07-11,'17:50:09.622',717.499,0.0,91.6,0.0,3
2026-07-11,'17:50:09.722',716.445,0.0,100.2,0.0,3
2026-07-11,'17:50:10.444',675.042,0.0,107.6,0.0,3
2026-07-11,'17:50:10.465',704.490,0.0,113.9,0.0,3
2026-07-11,'17:50:10.564',1009.017,0.0,94.5,0.0,3
2026-07-11,'17:50:10.665',1100.614,0.0,78.6,0.0,3
2026-07-11,'17:50:10.765',1185.880,0.0,68.4,0.0,3
2026-07-11,'17:50:10.865',1030.681,0.0,62.1,0.0,3
2026-07-11,'17:50:10.964',977.469,0.0,57.8,0.0,3
2026-07-11,'17:50:11.064',892.866,0.0,55.2,0.0,3
2026-07-11,'17:50:11.165',799.421,0.0,68.8,0.0,3
2026-07-11,'17:50:11.265',732.793,0.0,80.9,0.0,3
2026-07-11,'17:50:12.376',1330.371,0.0,71.5,0.0,3
2026-07-11,'17:50:12.398',1331.821,0.0,65.3,0.0,3
2026-07-11,'17:50:12.496',1393.888,0.0,59.0,0.0,3
2026-07-11,'17:50:12.597',1418.674,0.0,54.5,0.0,3
2026-07-11,'17:50:12.696',984.364,0.0,54.1,0.0,3
2026-07-11,'17:50:12.797',808.390,0.0,68.0,0.0,3
2026-07-11,'17:50:12.897',746.136,0.0,80.2,0.0,3
2026-07-11,'17:50:12.996',696.469,0.0,90.4,0.0,3
2026-07-11,'17:50:13.096',675.888,0.0,98.8,0.0,3
2026-07-11,'17:50:13.196',675.272,0.0,106.1,0.0,3
2026-07-11,'17:50:13.919',696.950,0.0,112.2,0.0,3
2026-07-11,'17:50:13.941',718.037,0.0,117.5,0.0,3
2026-07-11,'17:50:14.040',1070.749,0.0,121.2,0.0,3
2026-07-11,'17:50:14.139',1207.284,0.0,95.9,0.0,3
2026-07-11,'17:50:14.239',1236.170,0.0,79.5,0.0,3
2026-07-11,'17:50:14.340',1008.042,0.0,69.4,0.0,3
2026-07-11,'17:50:14.440',833.967,0.0,81.1,0.0,3
2026-07-11,'17:50:14.540',810.171,0.0,91.0,0.0,3
2026-07-11,'17:50:14.639',801.204,0.0,77.5,0.0,3
2026-07-11,'17:50:14.739',770.490,0.0,69.3,0.0,3
2026-07-11,'17:50:15.851',1328.145,0.0,66.0,0.0,3
2026-07-11,'17:50:15.871',1328.748,0.0,63.3,0.0,3
2026-07-11,'17:50:15.972',1374.609,0.0,58.1,0.0,3
2026-07-11,'17:50:16.072',1405.136,0.0,56.2,0.0,3
2026-07-11,'17:50:16.171',988.255,0.0,56.4,0.0,3
2026-07-11,'17:50:16.271',751.896,0.0,69.9,0.0,3
2026-07-11,'17:50:16.371',666.119,0.0,81.4,0.0,3
2026-07-11,'17:50:16.472',643.090,0.0,91.3,0.0,3
2026-07-11,'17:50:16.572',687.563,0.0,100.0,0.0,3
2026-07-11,'17:50:16.671',749.238,0.0,107.4,0.0,3
2026-07-11,'17:50:17.287',728.113,0.0,113.2,0.0,3
2026-07-11,'17:50:17.308',728.974,0.0,118.0,0.0,3
2026-07-11,'17:50:17.408',992.743,0.0,121.5,0.0,3
2026-07-11,'17:50:17.508',998.796,0.0,96.2,0.0,3
2026-07-11,'17:50:17.608',1005.489,0.0,80.0,0.0,3
2026-07-11,'17:50:17.708',832.006,0.0,90.4,0.0,3
2026-07-11,'17:50:17.807',736.770,0.0,99.0,0.0,3
2026-07-11,'17:50:17.907',736.861,0.0,106.2,0.0,3
2026-07-11,'17:50:18.007',681.384,0.0,112.4,0.0,3
2026-07-11,'17:50:18.108',618.277,0.0,117.9,0.0,3
2026-07-11,'17:50:19.223',1312.628,0.0,100.3,0.0,3
2026-07-11,'17:50:19.245',1319.952,0.0,87.7,0.0,3
2026-07-11,'17:50:19.343',1502.656,0.0,74.0,0.0,3
2026-07-11,'17:50:19.443',1584.320,0.0,64.9,0.0,3
2026-07-11,'17:50:19.543',1242.310,0.0,59.3,0.0,3
2026-07-11,'17:50:19.644',920.546,0.0,71.2,0.0,3
2026-07-11,'17:50:19.744',800.955,0.0,82.7,0.0,3
2026-07-11,'17:50:19.843',714.497,0.0,92.6,0.0,3
2026-07-11,'17:50:19.943',652.571,0.0,100.8,0.0,3
2026-07-11,'17:50:20.043',641.991,0.0,107.8,0.0,3
2026-07-11,'17:50:20.660',663.162,0.0,113.7,0.0,3
2026-07-11,'17:50:20.681',661.074,0.0,118.8,0.0,3
2026-07-11,'17:50:20.781',820.587,0.0,122.9,0.0,3
2026-07-11,'17:50:20.880',852.865,0.0,97.7,0.0,3
2026-07-11,'17:50:20.980',912.613,0.0,104.2,0.0,3
2026-07-11,'17:50:21.080',877.538,0.0,86.0,0.0,3
2026-07-11,'17:50:21.181',819.259,0.0,73.6,0.0,3
2026-07-11,'17:50:21.281',770.178,0.0,84.9,0.0,3
2026-07-11,'17:50:21.380',750.473,0.0,94.5,0.0,3
2026-07-11,'17:50:21.480',752.716,0.0,102.1,0.0,3
2026-07-11,'17:50:22.597',1285.380,0.0,95.9,0.0,3
2026-07-11,'17:50:22.618',1289.426,0.0,89.7,0.0,3
2026-07-11,'17:50:22.717',1352.076,0.0,75.3,0.0,3
2026-07-11,'17:50:22.818',1383.889,0.0,65.8,0.0,3
2026-07-11,'17:50:22.918',1071.637,0.0,61.0,0.0,3
2026-07-11,'17:50:23.017',842.716,0.0,58.7,0.0,3
2026-07-11,'17:50:23.117',733.937,0.0,71.8,0.0,3
2026-07-11,'17:50:23.218',671.777,0.0,83.1,0.0,3
2026-07-11,'17:50:23.318',695.398,0.0,93.1,0.0,3
2026-07-11,'17:50:23.418',786.493,0.0,101.4,0.0,3
2026-07-11,'17:50:24.033',803.515,0.0,107.2,0.0,3
2026-07-11,'17:50:24.054',803.585,0.0,112.2,0.0,3
2026-07-11,'17:50:24.154',957.609,0.0,116.5,0.0,3
2026-07-11,'17:50:24.254',924.370,0.0,93.3,0.0,3
2026-07-11,'17:50:24.354',902.907,0.0,78.4,0.0,3
2026-07-11,'17:50:24.453',789.997,0.0,89.0,0.0,3
2026-07-11,'17:50:24.553',731.008,0.0,97.7,0.0,3
2026-07-11,'17:50:24.653',758.303,0.0,105.0,0.0,3
2026-07-11,'17:50:24.754',712.649,0.0,111.3,0.0,3
2026-07-11,'17:50:24.854',693.485,0.0,116.9,0.0,3
2026-07-11,'17:50:25.970',1346.579,0.0,95.6,0.0,3
2026-07-11,'17:50:25.991',1354.228,0.0,81.6,0.0,3
2026-07-11,'17:50:26.090',1526.197,0.0,70.1,0.0,3
2026-07-11,'17:50:26.190',1606.396,0.0,62.2,0.0,3
2026-07-11,'17:50:26.291',1226.161,0.0,57.6,0.0,3
2026-07-11,'17:50:26.391',953.898,0.0,57.9,0.0,3
2026-07-11,'17:50:26.490',809.196,0.0,71.2,0.0,3
2026-07-11,'17:50:26.590',710.250,0.0,82.6,0.0,3
2026-07-11,'17:50:26.690',655.772,0.0,92.3,0.0,3
2026-07-11,'17:50:26.791',637.389,0.0,100.5,0.0,3
2026-07-11,'17:50:27.407',679.307,0.0,107.9,0.0,3
2026-07-11,'17:50:27.428',678.628,0.0,114.1,0.0,3
2026-07-11,'17:50:27.528',756.128,0.0,119.1,0.0,3
2026-07-11,'17:50:27.627',755.802,0.0,122.6,0.0,3
2026-07-11,'17:50:27.728',744.875,0.0,126.5,0.0,3
2026-07-11,'17:50:27.827',653.751,0.0,129.6,0.0,3
2026-07-11,'17:50:27.928',631.440,0.0,132.6,0.0,3
2026-07-11,'17:50:28.028',671.682,0.0,135.1,0.0,3
2026-07-11,'17:50:28.127',722.560,0.0,137.0,0.0,3
2026-07-11,'17:50:28.227',746.313,0.0,138.5,0.0,3
2026-07-11,'17:50:29.343',1262.734,0.0,138.9,0.0,3
